edicao,data,time_casa,gols_casa,gols_fora,time_fora,pais_vencedor,estadio,cidade,publico,arbitro,id_jogo
Copa do Mundo da FIFA Suíça 1954™,20/06/1954 11:50,Hungria,8,3,Alemanha,Hungria,Estádio St. Jakob-Park,Basel,,William LING,1277
Copa do Mundo da FIFA Suíça 1954™,20/06/1954 12:00,Turquia,7,0,República da Coreia,Turquia,Estádio de Charmilles,Geneva,,Esteban MARINO,1304
Copa do Mundo da FIFA Suíça 1954™,20/06/1954 12:00,Itália,4,1,Bélgica,Itália,Estádio de Cornaredo,Lugano,,Carl STEINER,1243
Copa do Mundo da FIFA Suíça 1954™,20/06/1954 12:10,Inglaterra,2,0,Suíça,Inglaterra,Estádio da Suíça,Berna,,Istvan ZSOLT,1263
Copa do Mundo da FIFA Suíça 1954™,23/06/1954 13:00,Alemanha,7,2,Turquia,Alemanha,Estádio Hardturm,Zürich,,Raymond VINCENTI,1284
Copa do Mundo da FIFA Suíça 1954™,23/06/1954 13:00,Suíça,4,1,Itália,Suíça,Estádio St. Jakob-Park,Basel,,Benjamin GRIFFITHS,1301
Copa do Mundo da FIFA Suíça 1954™,26/06/1954 12:00,Áustria,7,5,Suíça,Áustria,Estádio Olímpico La Pontaise,Lausanne,,Charlie FAULTLESS,1237
Copa do Mundo da FIFA Suíça 1954™,26/06/1954 12:00,Uruguai,4,2,Inglaterra,Uruguai,Estádio St. Jakob-Park,Basel,,Carl STEINER,1264
Copa do Mundo da FIFA Suíça 1954™,27/06/1954 12:00,Alemanha,2,0,Servia,Alemanha,Estádio de Charmilles,Geneva,,Istvan ZSOLT,1285
Copa do Mundo da FIFA Suíça 1954™,27/06/1954 12:00,Hungria,4,2,Brasil,Hungria,Estádio da Suíça,Berna,,Arthur ELLIS,1248
Copa do Mundo da FIFA Suíça 1954™,30/06/1954 13:00,Alemanha,6,1,Áustria,Alemanha,Estádio St. Jakob-Park,Basel,,Vincenzo ORLANDINI,1233
Copa do Mundo da FIFA Suíça 1954™,30/06/1954 13:00,Hungria,4,2,Uruguai,Hungria,Estádio Olímpico La Pontaise,Lausanne,,Benjamin GRIFFITHS,1295
Copa do Mundo da FIFA Suíça 1954™,03/07/1954 12:00,Áustria,3,1,Uruguai,Áustria,Estádio Hardturm,Zürich,,Paul WYSSLING,1239
Copa do Mundo da FIFA Suíça 1954™,04/07/1954 12:00,Alemanha,3,2,Hungria,Alemanha,Estádio da Suíça,Berna,,William LING,1278
Copa do Mundo da FIFA Brasil 1950™,24/06/1950 15:00,Brasil,4,0,México,Brasil,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,George READER,1187
Copa do Mundo da FIFA Brasil 1950™,25/06/1950 15:00,Servia,3,0,Suíça,Servia,Estádio Independência (Estádio Raimundo Sampaio),Belo Horizonte,,Giovanni GALEATI,1230
Copa do Mundo da FIFA Brasil 1950™,25/06/1950 15:00,Inglaterra,2,0,Chile,Inglaterra,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Karel VAN DER MEER,1192
Copa do Mundo da FIFA Brasil 1950™,25/06/1950 15:00,Espanha,3,1,Estados Unidos,Espanha,Estádio Durival Britto e Silva,Curitiba,,Mario VIANA,1208
Copa do Mundo da FIFA Brasil 1950™,25/06/1950 15:00,Suécia,3,2,Itália,Suécia,Estádio do Pacaembu,São Paulo,,Jean LUTZ,1219
Copa do Mundo da FIFA Brasil 1950™,28/06/1950 15:00,Servia,4,1,México,Servia,Estádio dos Eucaliptos (Estádio Ildo Meneghetti),Porto Alegre,,Reginald LEAFE,1225
Copa do Mundo da FIFA Brasil 1950™,28/06/1950 15:00,Brasil,2,2,Suíça,Empate,Estádio do Pacaembu,São Paulo,,Ramon AZON ROMA,1188
Copa do Mundo da FIFA Brasil 1950™,29/06/1950 15:00,Estados Unidos,1,0,Inglaterra,Estados Unidos,Estádio Independência (Estádio Raimundo Sampaio),Belo Horizonte,,Generoso DATTILO,1202
Copa do Mundo da FIFA Brasil 1950™,29/06/1950 15:00,Espanha,2,0,Chile,Espanha,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Alberto MALCHER,1193
Copa do Mundo da FIFA Brasil 1950™,29/06/1950 15:30,Suécia,2,2,Paraguai,Empate,Estádio Durival Britto e Silva,Curitiba,,Robert MITCHELL,1228
Copa do Mundo da FIFA Brasil 1950™,01/07/1950 15:00,Brasil,2,0,Servia,Brasil,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Benjamin GRIFFITHS,1191
Copa do Mundo da FIFA Brasil 1950™,02/07/1950 15:00,Espanha,1,0,Inglaterra,Espanha,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Giovanni GALEATI,1199
Copa do Mundo da FIFA Brasil 1950™,02/07/1950 15:00,Chile,5,2,Estados Unidos,Chile,Estádio da Ilha do Retiro,RECIFE,,Mario GARDELLI,1194
Copa do Mundo da FIFA Brasil 1950™,02/07/1950 15:00,Uruguai,8,0,Bolívia,Uruguai,Estádio Independência (Estádio Raimundo Sampaio),Belo Horizonte,,George READER,1185
Copa do Mundo da FIFA Brasil 1950™,02/07/1950 15:00,Itália,2,0,Paraguai,Itália,Estádio do Pacaembu,São Paulo,,Arthur ELLIS,1218
Copa do Mundo da FIFA Brasil 1950™,02/07/1950 15:40,Suíça,2,1,México,Suíça,Estádio dos Eucaliptos (Estádio Ildo Meneghetti),Porto Alegre,,Ivan EKLIND,1222
Copa do Mundo da FIFA Brasil 1950™,09/07/1950 15:00,Brasil,7,1,Suécia,Brasil,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Arthur ELLIS,1189
Copa do Mundo da FIFA Brasil 1950™,09/07/1950 15:00,Uruguai,2,2,Espanha,Empate,Estádio do Pacaembu,São Paulo,,Benjamin GRIFFITHS,1207
Copa do Mundo da FIFA Brasil 1950™,13/07/1950 15:00,Uruguai,3,2,Suécia,Uruguai,Estádio do Pacaembu,São Paulo,,Giovanni GALEATI,1231
Copa do Mundo da FIFA Brasil 1950™,13/07/1950 15:00,Brasil,6,1,Espanha,Brasil,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Reginald LEAFE,1186
Copa do Mundo da FIFA Brasil 1950™,16/07/1950 15:00,Uruguai,2,1,Brasil,Uruguai,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,George READER,1190
Copa do Mundo da FIFA Brasil 1950™,16/07/1950 15:00,Suécia,3,1,Espanha,Suécia,Estádio do Pacaembu,São Paulo,,Karel VAN DER MEER,1206
Copa do Mundo da FIFA França 1938™,04/06/1938 12:00,Suíça,1,1,Alemanha,Empate,Estádio Parc des Princes,Paris,,Jean LANGENUS,1165
Copa do Mundo da FIFA França 1938™,05/06/1938 12:00,Hungria,6,0,Índias Orientais Holandesas,Hungria,Estádio Vélodrome,Reims,,Roger CONRIE,1173
Copa do Mundo da FIFA França 1938™,05/06/1938 12:00,França,3,1,Bélgica,França,Estádio Olímpico,Colombes,,Hans WUETHRICH,1146
Copa do Mundo da FIFA França 1938™,05/06/1938 12:00,Itália,2,1,Noruega,Itália,Estádio Vélodrome,Marselha,,Alois BERANEK,1179
Copa do Mundo da FIFA França 1938™,05/06/1938 12:00,Cuba,3,3,Romênia,Empate,Estádio de Toulouse,Toulouse,,Giuseppe SCARPI,1156
Copa do Mundo da FIFA França 1938™,05/06/1938 12:30,Brasil,6,5,Polônia,Brasil,Estádio de la Meinau,Strasbourg,,Ivan EKLIND,1150
Copa do Mundo da FIFA França 1938™,05/06/1938 13:30,Tchecoslováquia,3,0,Holanda,Tchecoslováquia,Estádio Cavée Verte,Le Havre,,Lucien LECLERCQ,1172
Copa do Mundo da FIFA França 1938™,09/06/1938 13:00,Cuba,2,1,Romênia,Cuba,Estádio de Toulouse,Toulouse,,Alfred  BIRLEM,1157
Copa do Mundo da FIFA França 1938™,09/06/1938 13:00,Suíça,4,2,Alemanha,Suíça,Estádio Parc des Princes,Paris,,Ivan EKLIND,1166
Copa do Mundo da FIFA França 1938™,12/06/1938 12:00,Hungria,2,0,Suíça,Hungria,Estádio Victor Boucquey,Lille,,Rinaldo BARLASSINA,1175
Copa do Mundo da FIFA França 1938™,12/06/1938 12:00,Itália,3,1,França,Itália,Estádio Olímpico,Colombes,,Louis BAERT,1164
Copa do Mundo da FIFA França 1938™,12/06/1938 12:00,Brasil,1,1,Tchecoslováquia,Empate,Estádio de Bordeaux,Bordéus,,Pal VON HERTZKA,1152
Copa do Mundo da FIFA França 1938™,12/06/1938 12:00,Suécia,8,0,Cuba,Suécia,Estádio do Fort Carré,Antibes,,Gustav KRIST,1158
Copa do Mundo da FIFA França 1938™,14/06/1938 13:00,Brasil,2,1,Tchecoslováquia,Brasil,Estádio de Bordeaux,Bordéus,,Georges CAPDEVILLE,1153
Copa do Mundo da FIFA França 1938™,16/06/1938 13:00,Itália,2,1,Brasil,Itália,Estádio Vélodrome,Marselha,,Hans WUETHRICH,1149
Copa do Mundo da FIFA França 1938™,16/06/1938 13:00,Hungria,5,1,Suécia,Hungria,Estádio Parc des Princes,Paris,,Lucien LECLERCQ,1176
Copa do Mundo da FIFA França 1938™,19/06/1938 12:00,Brasil,4,2,Suécia,Brasil,Estádio de Bordeaux,Bordéus,,Jean LANGENUS,1151
Copa do Mundo da FIFA França 1938™,19/06/1938 12:00,Itália,4,2,Hungria,Itália,Estádio Olímpico,Colombes,,Georges CAPDEVILLE,1174
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Tchecoslováquia,2,1,Romênia,Tchecoslováquia,Estádio Littorio,Trieste,,Jean LANGENUS,1141
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Alemanha,5,2,Bélgica,Alemanha,Estádio Giovanni Berta,Florence,,Francesco MATTEA,1108
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Áustria,3,2,França,Áustria,Estádio Olímpico,Turin,,Johannes VAN MOORSEL,1104
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Suíça,3,2,Holanda,Suíça,Estádio Giuseppe Meazza,Milan,,Ivan EKLIND,1133
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Espanha,3,1,Brasil,Espanha,Estádio Luigi Ferraris,Génova,,Alfred  BIRLEM,1111
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Suécia,3,2,Argentina,Suécia,Estádio Littorale,Bolonha,,Eugen BRAUN,1102
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Itália,7,1,Estados Unidos,Itália,Estádio Nacional do PNF,Rome,,Rene MERCET,1135
Copa do Mundo da FIFA Itália 1934™,27/05/1934 11:30,Hungria,4,2,Egito,Hungria,Estádio Giorgio Ascarelli,Nápoles,,Rinaldo BARLASSINA,1119
Copa do Mundo da FIFA Itália 1934™,31/05/1934 11:30,Áustria,2,1,Hungria,Áustria,Estádio Littorale,Bolonha,,Francesco MATTEA,1106
Copa do Mundo da FIFA Itália 1934™,31/05/1934 11:30,Itália,1,1,Espanha,Empate,Estádio Giovanni Berta,Florence,,Louis BAERT,1122
Copa do Mundo da FIFA Itália 1934™,31/05/1934 11:30,Alemanha,2,1,Suécia,Alemanha,Estádio Giuseppe Meazza,Milan,,Rinaldo BARLASSINA,1129
Copa do Mundo da FIFA Itália 1934™,31/05/1934 11:30,Tchecoslováquia,3,2,Suíça,Tchecoslováquia,Estádio Olímpico,Turin,,Alois BERANEK,1143
Copa do Mundo da FIFA Itália 1934™,01/06/1934 11:30,Itália,1,0,Espanha,Itália,Estádio Giovanni Berta,Florence,,Rene MERCET,1123
Copa do Mundo da FIFA Itália 1934™,03/06/1934 11:30,Itália,1,0,Áustria,Itália,Estádio Giuseppe Meazza,Milan,,Ivan EKLIND,1107
Copa do Mundo da FIFA Itália 1934™,03/06/1934 11:30,Tchecoslováquia,3,1,Alemanha,Tchecoslováquia,Estádio Nacional do PNF,Rome,,Rinaldo BARLASSINA,1130
Copa do Mundo da FIFA Itália 1934™,07/06/1934 13:00,Alemanha,3,2,Áustria,Alemanha,Estádio Giorgio Ascarelli,Nápoles,,Albino CARRARO,1105
Copa do Mundo da FIFA Itália 1934™,10/06/1934 12:30,Itália,2,1,Tchecoslováquia,Itália,Estádio Nacional do PNF,Rome,,Ivan EKLIND,1134
Copa do Mundo da FIFA Uruguai 1930™,13/07/1930 15:00,França,4,1,México,França,Estádio Pocitos,Montevideo,,Domingo LOMBARDI,1096
Copa do Mundo da FIFA Uruguai 1930™,13/07/1930 15:00,Estados Unidos,3,0,Bélgica,Estados Unidos,Estádio Gran Parque Central,Montevideo,,Jose MACIAS,1090
Copa do Mundo da FIFA Uruguai 1930™,14/07/1930 12:45,Servia,2,1,Brasil,Servia,Estádio Gran Parque Central,Montevideo,,Anibal TEJADA,1093
Copa do Mundo da FIFA Uruguai 1930™,14/07/1930 14:50,Romênia,3,1,Peru,Romênia,Estádio Pocitos,Montevideo,,Alberto WARNKEN,1098
Copa do Mundo da FIFA Uruguai 1930™,15/07/1930 16:00,Argentina,1,0,França,Argentina,Estádio Gran Parque Central,Montevideo,,Gilberto REGO,1085
Copa do Mundo da FIFA Uruguai 1930™,16/07/1930 14:45,Chile,3,0,México,Chile,Estádio Gran Parque Central,Montevideo,,Henry CRISTOPHE,1095
Copa do Mundo da FIFA Uruguai 1930™,17/07/1930 12:45,Servia,4,0,Bolívia,Servia,Estádio Gran Parque Central,Montevideo,,Francisco MATEUCCI,1092
Copa do Mundo da FIFA Uruguai 1930™,17/07/1930 14:45,Estados Unidos,3,0,Paraguai,Estados Unidos,Estádio Gran Parque Central,Montevideo,,Jose MACIAS,1097
Copa do Mundo da FIFA Uruguai 1930™,18/07/1930 14:30,Uruguai,1,0,Peru,Uruguai,Estádio Centenário,Montevideo,,Jean LANGENUS,1099
Copa do Mundo da FIFA Uruguai 1930™,19/07/1930 12:50,Chile,1,0,França,Chile,Estádio Centenário,Montevideo,,Anibal TEJADA,1094
Copa do Mundo da FIFA Uruguai 1930™,19/07/1930 15:00,Argentina,6,3,México,Argentina,Estádio Centenário,Montevideo,,Ulises SAUCEDO,1086
Copa do Mundo da FIFA Uruguai 1930™,20/07/1930 13:00,Brasil,4,0,Bolívia,Brasil,Estádio Centenário,Montevideo,,Thomas BALWAY,1091
Copa do Mundo da FIFA Uruguai 1930™,20/07/1930 15:00,Paraguai,1,0,Bélgica,Paraguai,Estádio Centenário,Montevideo,,Ricardo VALLARINO,1089
Copa do Mundo da FIFA Uruguai 1930™,21/07/1930 14:50,Uruguai,4,0,Romênia,Uruguai,Estádio Centenário,Montevideo,,Gilberto REGO,1100
Copa do Mundo da FIFA Uruguai 1930™,22/07/1930 14:45,Argentina,3,1,Chile,Argentina,Estádio Centenário,Montevideo,,Jean LANGENUS,1084
Copa do Mundo da FIFA Uruguai 1930™,26/07/1930 14:45,Argentina,6,1,Estados Unidos,Argentina,Estádio Centenário,Montevideo,,Jean LANGENUS,1088
Copa do Mundo da FIFA Uruguai 1930™,27/07/1930 14:45,Uruguai,6,1,Servia,Uruguai,Estádio Centenário,Montevideo,,Gilberto REGO,1101
Copa do Mundo da FIFA Uruguai 1930™,30/07/1930 14:15,Uruguai,4,2,Argentina,Uruguai,Estádio Centenário,Montevideo,,Jean LANGENUS,1087
